nctid,description,label
NCT04047225,"Anaesthesia is often performed using a balanced technique by administering both opioids and anaesthetics agents. Intraoperative opioid administration is still relying on simple parameters such as heart rate and blood pressure variations. However, many studies in both adults and children have shown the poor accuracy of those parameters in predicting pain because of their sensibility to other intraoperative events such as depth of anaesthesia and volaemic variations. Consequently, intraoperative analgesia is still inadequately managed with periods of under dosage or over dosage of opioid agents. This has been hypothesized to cause postoperative hyperalgesia related to both intraoperative pain (in case of under dosage) or to opioid agents (in case of over dosage). The main resulting effect is an increase of postoperative opioid consumption and the inadequate postoperative rehabilitation because of adverse effects of opioids.||During the last decade, many pain-monitors have been investigated. Most of these devices are relying on the determination of the sympathetic-to the parasympathetic systems balance. Among those monitors, the Analgesia Nociceptive Index (ANI) quantifies the parasympathetic system. The ANI device can produce two parameters the instantaneous ANI (ANIi), derived from 60 seconds analysis and the mean ANI (ANIm) derived from 4 minutes analysis. Studies have shown the accuracy of ANIi to detect both experimental and clinical pain in various populations. Moreover, a recent randomized controlled trial during spine surgery in adults has found ANIi to decrease the intraoperative and postoperative opioid consumption when used intraoperatively for guiding the administration of opioid agents",Scoliosis
NCT03000010,"A prospective randomized controlled study: Patients undergoing posterior spinal fusion will be randomized to a standard postoperative dressing versus an incisional VAC dressing. Both groups will have hematocrit, total lymphocyte count, and albumin checked preoperatively to assess nutritional status, drawn at the same time as standard preoperative labs during history and physical visit. Both groups will undergo standard wound closure and dressing application before breaking the sterile field. The incisional VAC group will undergo placement of an Adaptic dressing over the incision. A standard VAC sponge will be placed and secured with adhesive dressing, and a suction tube will be connected to a VAC machine set to 75 mmHg of continuous suction. The incisional VAC will be left in place for 72 hours postoperatively. Remainder of postoperative care will follow our standard posterior spinal fusion protocol and will be identical in both groups. Patients will be followed for a minimum of 2 years postoperatively.",Scoliosis
NCT03296228,"The Lenke Classification is the most widely-accepted classification for Adolescent Idiopathic Scoliosis (AIS) in the world. Its recommendations for fusion of the minor curves depend on its structurality. It defines a minor curve as structural if there is inflexibility on side-bending more than 25 . However, a recent Delphi survey from a panel of experts in AIS management showed that there was no consensus as to which type of dynamic radiograph was optimal. Up to two thirds of the surgeons did not use side-bending as a routine, and hence they cannot apply the Lenke Classification accurately in clinical practice nor follow its recommendations for fusion.||Furthermore, the current classification does not give specific recommendations regarding the selection of fusion levels and does not take into account the clinical appearance of the patients which impact on treatment. Consequently, there are still controversies regarding the Upper Instrumented Vertebra (UIV) and Lowest Instrumented Vertebra (LIV) selections, and following the recommendations may not allow fusion of the least number of segments nor give best clinical results eg shoulder balance.",Scoliosis
NCT02546479,"U.S. Scoliosis Cohort includes 5,573 female spinal deformity (93% scoliosis) patients diagnosed in any of 14 medical centers in the U.S. during 1912-1965. The primary objective of this study is to evaluate site-specific cancer risks associated with repeated low-dose radiation exposures from diagnostic x-rays. A secondary objective is to evaluate late mortality risks associated with patient characteristics, such as etiology, degree and type of curvature, and type of treatment. The current proposal is to extend mortality follow-up by 10 years. All patients not known to be deceased will be submitted to the National Death Index Plus to identify new deaths and obtain causes of death.||A feasibility study was conducted in four medical centers in the Minneapolis-St. Paul, Minnesota area during 1983-1987. The primary goals of the feasibility study were to ascertain if an adequate number of patients meeting the study criteria could be identified and located, medical and radiography records were available and substantially complete, organspecific radiation doses could be estimated from the available data and were large enough to warrant further study, and a reasonable percentage of patients would complete a follow-up questionnaire. The feasibility study was successful in meeting all goals. Enrolled for study were 1,030 female patients with spinal deformities diagnosed during 1922-1965. Medical records were abstracted, individual x-ray films were reviewed, patients were located, and follow-up questionnaire was administered to identify incident cancers. Eleven breast cancers were reported. Scoliosis patients had an 80% higher breast cancer risk compared to women in the general population and, based on internal cohort analyses, breast cancer risk increased with increasing number of x-rays and with estimated radiation dose to the breast.||An expanded study was conducted during 1988-1993. The main goals of the expanded study were to enlist the collaboration of suitable additional medical centers where large numbers of spinal deformity patients were treated before 1966, abstract data from medical and radiology records, trace patients for vital status and current location, obtain information on incident cancers and cancer risk factors by questionnaire, medically validate reported cancers, and determine causes of death for decedents. Another 4,543 patients diagnosed during 1912-1965 were enrolled from ten hospitals, bringing the total study population to 5,573 patients. Compared to women in the general population, spinal deformity patients had statistically significantly higher risks of dying from breast cancer, and for both incidence and mortality, breast cancer risk increased with increasing diagnostic radiation exposure to the breast. Patients also have elevated risks for mortality from all causes, circulatory, respiratory, nervous system, musculoskeletal, digestive, and infectious & parasitic diseases, primarily related to degree of spinal curvature. Additional mortality follow-up will enable more definitive assessments of cancer and other disease risks with radiation and other factors in these patients.",Scoliosis
NCT02064101,The purpose of the study is to compare two methods of testing triggered EMG values. All study measurements will be recorded during the surgical procedure. No follow up is required with the patient involved and no personal health information will be recorded from the patients.,Scoliosis
NCT04343170,"44 Patients will be randomly classified into two equal groups each of 22 patients Group I: Patients of this group received Combination treatment consisted of a slow (30 min) intravenous infusion of 20 mg/kg ferric carboxymaltose (maximum of 1000 mg), 40 000 U subcutaneous α erythropoietin,1 mg subcutaneous vitamin B12(, and 5 mg oral folic acid (acidum folicum) Group II: Patients of this group received placebo treatment consisted of two subcutaneous injections of 1 mL saline and an oral placebo. Either iron or placebo (0•9% saline) were given intravenously via a black infusion set from behind a screen to assure blinding of the patient by a person not involved in data capturing or data entering.||Patient's vital signs will be monitored during and at least 15 min after drug application. Treatment will be given one day before the operation||Measurements:||Demographic data|The number of RBC transfusions during the first 7 days.|Perioperative course of Hb, (reticulocyte count, reticulocyte Hb content).|The need of fresh frozen plasma units transfused in first 7 days|The need of platelets units transfused in first 7 days|Platelet count.|Total leucocyte counts.|International normalized ratio.|Serum creatinine.|C-reactive protein,|Calculated RBC loss (preoperative RBC mass minus RBC mass at postoperative fifth day plus transfused RBC mass)|Length of ICU stay.|Incidence of acute kidney injury|Infections requiring antibiotics",Scoliosis
NCT04336111,"-Preoperative: Evaluation of patients will be carried out through proper history taking, clinical examination and routine laboratory investigation and patients will be trained to use the Numerical Rating Scale (NRS 0= no pain, 10= intolerable pain) used for evaluation of pain intensity.||The patient is allowed to fast for 8 hours for solids and 2h for clear fluid. Before the study, all patients will be interviewed and will be briefed on the wake-up test procedure. They will be informed that they will be asked to open their eyes, move their fingers (hold the anesthesiologist's hand), move their toes, and finally, to remember a given color.||-Intraoperative: On arrival to operating roome, a 20 G peripheral IV cannula will be inserted. Electrocardiogram (ECG), noninvasive mean arterial blood pressure (MAP) and peripheral oxygen saturation will be attached and baseline data will be monitored and documented. Sedation will be given intravenously in the form of midazolam 0.02 mg/kg and IV fliud according to calculation of deficit and maintaince calculation.||After preoxygenation, anesthesia with IV propofol 2 mg/ kg and fentanyl 2 µg/kg will be administered for analgesia and cisatracurium 0.5 mg/ kg will be given intravenously to facilitate endotracheal intubation.||Central venous catheter will be inserted and attached for monitoring of CVP. Also, enotropy will be connected on the patientꞌs forehead and maintained between 40-60.||44 patients will be equally divided to two equal groups (22 patients for each group) Group 1: will receive sham bilateral bilevel ultrasounded guided retrolaminar block at T4 and T10 after induction of anaesthesia in prone position.||Group 2: will receive real bilateral bilevel ultrasounded guided retrolaminar block at T4 and T10 after induction of anaesthesia in prone position. The total desired volume used in the whole injection will be 40 ml containing 3mg / kg bupivacaine with adrenaline 2.5 2 µg/ml. The total 40 ml volume will be divided into 10 ml for each injection.||Maintaince of anaesthesia will be 50 : 50 % O2 to air and sevoflurane 2% and cisatracurium incremental every 30 min at dose of 0.1 mg/kg. I.V analgesia in form of incremental fentanyl 1 ug /kg when entropy increases more than 60 during surgery and 30 min before the wake-up test.||Wake up test: Before continuation of anesthesia, patients will be given a color to remember. After finishing the wake-up test, anesthesia will be induced using 3 mg/kg propofol and 0.1 mg/kg cisatracurium, whereas anesthesia will be maintained as described previously.||At the end of surgery, inhalational anesthetic agent will be turned off, residual neuromuscular block will be reversed with neostigmine 0.05 mg/kg and atropine 0.01 mg/kg then patients will be extubated and will be transferred to post anesthesia care unit (PACU).||Postoperative multimodal analgesia: will received paracetamol 10 mg/kg every 6 hours and intravenous diclofenac 1.5 mg/kg every 8 hours regularly.||All observations will be carried out by a single investigator, who is blinded to the study groups.||-In all groups, the following will be measured: -||Demographic data.|Time of the first dose of rescue analgesia (morphine at dose of 0.1 mg/kg).|Total doses of postoperative morphine consumption.|Number of patients received rescue analgesia.|Numerical Rating Scale (NRS) for pain that ranged from (0 = no pain) to (10 = intolerable pain). If score is >3 will need analgesia in the form of morphine 0.1 mg/kg will be given till NRS decreases to ≤3. NRS will be assessed and recorded on arrival to the Recovery Unit, 2, 4, 8, 12, 18, 24 h after the operation, by an anesthesiologist, who is blinded to the study groups.|Total doses intraoperative consumption of fentanyl.|Wake-up profile: On the surgeons' request for the intraoperative wake-up test, administration of sevoflurane will be stopped. (the quality of wake-up, return of spontaneous breathing, ability to open eyes on command, and ability to move hands and feet) and postoperative amnesia. Patients will be asked repeatedly during the wake-up test, at least every 15 s, to open their eyes and to move their hands and feet. The time elapsed from the interruption of anesthesia to the start of spontaneous breathing (T1), from the return of spontaneous breathing to eye opening on command (T2), and from eye opening to movement of hands and feet (T3) will be recorded in seconds using a stopwatch. The quality of the wake-up test will be evaluated on a three-point rank scale (7).|First time of postoperative mobilization.",Scoliosis
NCT02996643,"Background: Adolescent Idiopathic Scoliosis (AIS) is a three-dimensional deformity of the spine associated with vertebral rotation. Brace treatment is the most commonly used non-surgical treatment. To obtain the best possible outcome, the best in-brace correction within the patient's accepted tolerance must be provided. However, in the existing clinical practice, the immediate in-brace correction cannot be measured during the design and fitting of the brace because the correction is determined using a radiograph.||Objectives: The objective of this study is to use ultrasound method to determine the optimum tolerable applied pressure level that can provide maximum in-brace correction.||Procedure:||Control Group: In the traditional method, each brace will be constructed using a plaster cast of the patient's trunk. Before the plaster cast hardens, the subject will lie on a casting board with multiple brace pads applied to correct the curve(s). The trim lines, pad placement, and areas of relief are then determined by the orthotist and guided by the curvature seen on the pre-brace PA spine radiograph.||Intervention Group: Before applying the plaster, subjects will lie on the custom designed frame. Two ultrasound scans will be performed and the average Cobb value will be used as the baseline. Multiple adjustable brace pads, each allowing for 6° of freedom and variable forces, will be applied to the patients' body according to orthotist suggestion. The apical brace pad that is used to control the major curve will be marked relative to the casting board as the reference location. The major pressure pad will be moved up 1 inch, then down 1 inch relative to the reference location. The 1 inch increment corresponds to the casting board, but finer adjustment is available. Two repeated ultrasound scans will be performed at each pad location (total 3 locations), and the average in-brace Cobb values will be estimated to determine optimum apical brace pad location. Next, pressure will be increased incrementally up to the tolerance level of the subject; this will be done by inflating the bladder at the apical brace pad. Another two ultrasound scans will then be performed to confirm that the maximum in-brace Cobb value is obtained. The orthotist will use this configuration to set the pad size and location once the plaster cast has been applied.",Scoliosis
NCT03904914,"Introduction||Accurate skeletal maturity assessment is important for prediction of curve progression and clinical management of adolescent idiopathic scoliosis (AIS) including bracing decision and counseling for prognosis. Determination of the timing of peak growth height velocity and growth remaining are paramount important.1,2 Commonly used clinical or radiological methods are still inadequate or too complex for rapid clinical use in the outpatient setting.3-5 Risser sign had disadvantages of low visibility in PA spinal radiograph, wide variability with maturity level and imprecise representation of PHV timing.6 Greulich and Pyle atlas (GP atlas) and Tanner-Whitehouse-III (TWIII) method are more reliable and comprehensive classifications to predict maturity, but they are cumbersome and time consuming to be used clinically.7 Both methods require the usage of an atlas, a learning curve required for exact matching of atlas plate or assignment of scores to bones.8||Some latest skeletal maturity bone models were evolved trying to solve these problems but were still imperfect.9 Recently, Sanders made modifications to TWIII method to form Skeletal Maturity Scoring System (SMSS) which focused on epiphysis of small hand bones from all 5 digits. SMSS was proved to have excellent correlation with the curve acceleration phase.10 Digital skeletal age scores between 400 and 425 are associated with the beginning of the curve acceleration phase in adolescent idiopathic scoliosis.11 Excellent intra-observer reliability and substantial inter-observer reliability among senior surgeons were demonstrated in SMSS.12||A new skeletal age classification has yet to be developed, although SMSS has considered a promising method. A recent study to test SMSS's reliability in less experienced staffs demonstrated average inter-observer reliability (K=0.53).8 It showed that a learning curve was present and several recommendations were added in each classification stage to avoid controversy and confusion during usage.13 Therefore, using SMSS requires an organized teaching system with detailed descriptions, self-assessment examinations, viewing presentations and the newly added recommended modification guidelines to improve the reliability. Another scoring system ""Distal Radius and Ulna (DRU)"" score simplified the measurement to just using radial and ulnar epiphyses but results observed that DRU score had the least correlation of ""Radio Ulna and Short bones"" (RUS) growth centers with scoliosis behavior.9,10 In addition, the variable appearance of ulnar epiphysis were difficult to be seen clearly.||In this study, the investigators introduce Thumb Ossification Classification Index (TOCI). TOCI employed the measurements of epiphysis of distal phalange, proximal phalange, and adductor sesamoid, and results were analyzed together to form a composite stage (composite score) to predict maturity in patient at their peripubertal period. Ultimately the application of TOCI should not be limited to IS patients only. After the establishment of TOCI classification system, the staging system would be applied to radiographs from patients without spinal deformity or suffering from diseases not related to spine.||The objectives of this study were as follows:||Measure different bony features at hand bones and classify the bony features to TOCI stages|Evaluate the TOCI system by comparing the measured TOCI stages with digital skeletal age (DSA) and radio ulna and short bones (RUS) scores|Evaluate the intra-rater and inter-rater reliability of TOCI system",Scoliosis
NCT04119284,"Scoliosis is a condition where the spine is deformed by a curvature in the coronal plane. It is generally associated with a twisting (axial plane) deformity as well.||Curves between 10 and 25 degrees are considered mild. Curves between 25- and 50 degrees are classified as moderate. Curves greater than 50 degrees are termed severe. The current standard of care for moderate Adolescent Idiopathic Scoliosis(AIS) in patients with remaining growth is to utilize a thoracolumbosacral orthosis (TLSO brace) to prevent progression of deformity. The scientific evidence has supported the efficacy of this intervention in avoiding progression of the Cobb angle to 50 degrees or more.||If treated with a TLSO brace, many idiopathic scoliosis patients would conceivably be subjected to years of brace wear and the cost and psychological factors inherent therein. Additional downsides of brace treatment include the potentially negative psychosocial impact of wearing an external sign of deformity during adolescence, a key period of emotional development. Prior research has identified negative psychosocial effects related to wearing a brace in children.||Recent evidence has suggested that certain curve patterns will likely progress to 50 degrees or more, despite treatment with a TLSO brace. Sanders, et al. demonstrated a correlation of Cobb angle (greater than 35 degrees) and skeletal maturity (bone age 4 or less) to the risk of progression to 50 degrees or more, despite TLSO bracing. The evidence supports that the current practice of TLSO bracing is not an effective treatment to avoid progression to 50 degrees in these patients. It is on this population (thoracic Cobb angle greater than 35 degrees, bone age of 4 or less) that we intend to test the safety and efficacy of Anterior Vertebral Body Tethering to avoid curve progression to more than 50 degrees.",Scoliosis
NCT01108211,"Scoliosis is a three-dimensional spinal deformity and AIS is the commonest with a high prevalence of 2-4 % in the general population. As many as 30% of AIS subjects also suffer from osteopenia which can persist and result in serious health problems later in life including vertebral collapse, fragility fractures, decreased quality of life and even mortality. In spite of this, a safe, effective and evidence-based treatment protocol for AIS-related osteopenia is not available. It remains uncertain how effective dietary advices, physical activity, Calcium and Vitamin D supplements are in this regard. On the other hand, low-magnitude high-frequency vibration therapy was shown to be effective in increasing bone mass both in animal models and in clinical trials involving elderly subjects. AIS-related osteopenia may have a different clinical behaviour. In addition, the in-vivo effect on bone quality has never been studied. We plan to carry out a scientific clinical study on the effect of vibration therapy on skeletally mature female AIS subjects with osteopenia. They are randomly allocated to either the treatment or the control group. BMD, bone micro-architectures are assessed to delineate whether vibration therapy has any therapeutic effect on improving low bone mass in osteopenic AIS subjects.",Scoliosis
NCT03802656,"Scoliosis is a condition in which the spine is deformed by a curvature in the coronal plane. It is generally associated with a twisting (axial plane) deformity as well. It can have a variety of underlying etiologies and the etiology is used to classify the types of scoliosis. Idiopathic scoliosis is sub-classified in two ways: by age of onset and by magnitude of deformity. Curves between 10 and 25 degrees are considered mild. Curves between 25 and 50 degrees are classified as moderate. Curves greater than 50 degrees are termed severe. The current standard of care for moderate scoliosis in patients with remaining growth is to utilize a thoracolumbosacral orthosis (TLSO brace) to prevent progression of deformity. The scientific evidence has supported the efficacy of this intervention in avoiding progression of the Cobb angle to 50 degrees or more.||If treated with a TLSO brace, many idiopathic scoliosis patients would conceivably be subjected to years of brace wear and the cost and psychological factors inherent therein. Additional downsides of brace treatment include the potentially negative psychosocial impact of wearing an external sign of deformity during adolescence, a key period of emotional development. Prior research has identified negative psychosocial effects related to wearing a brace in children.||Recent evidence has suggested that certain curve patterns will likely progress to 50 degrees or more, despite treatment with a TLSO brace. Sanders, et al. demonstrated a correlation of Cobb angle (greater than 35 degrees) and skeletal maturity (bone age 4 or less) to the risk of progression to 50 degrees or more, despite TLSO bracing. The evidence supports that the current practice of TLSO bracing is not an effective treatment to avoid progression to 50 degrees in these patients. It is on this population (thoracic Cobb angle greater than 35 degrees, bone age of 4 or less) that we intend to test the safety and feasibility of Anterior Vertebral Body Tethering to avoid curve progression to 50 degrees.||The study intervention is surgical orthopedic implantation of the Anterior Vertebral Tether Device, by way of thoracoscopic surgery under general anesthesia. The primary outcome measures include assessments of safety of the insertion procedure and of the device, as well as the secondary measure of feasibility by determining the ability to successfully implant the investigational device.",Scoliosis
NCT03533010,"This study investigates if calcium (Ca) plus Vitamin D (Vit-D) supplementation can prevent curve progression and improve bone health in early Adolescent Idiopathic Scoliosis (AIS) during pubertal growth.||AIS is a prevalent three-dimensional spinal deformity mainly affecting girls at puberty. It can lead to serious complications including spine degeneration, cardiopulmonary compromise, grossly deformed torso and psychosocial disorders. Current treatments are far from being satisfactory, with bracing being lengthy and physically demanding and surgery being a major invasive procedure.||There is an association between AIS and low bone mass which has been reported to be a significant prognostic factor for curve progression. Given that dietary calcium intake and serum Vit-D levels were also low in AIS, we therefore propose a randomized double-blinded placebo-controlled trial to evaluate if daily [500mg Ca + 800 IU Vit-D] can improve bone health and prevent curve progression. Immature AIS girls with Cobb angle 10-20 degrees will be randomized either to the Treatment or Placebo group with 3-year of treatment. The main outcome measures for evaluation for those who have completed the 3-year treatment and have reached skeletal maturity at the end of 3-year treatment include: (1) percentage of patients with increase in Cobb angle≥6 degrees and (2) percentage of patients who require bracing. Bone measurements using advanced image acquisition technology (HR-pQCT) to assess bone health will also be evaluated.",Scoliosis
NCT01135940,"To explore whether there is a difference in the incidence of wound infection in the Dermabond group vs. the skin staple group as measured by microbiological culture four days post-operatively. Wound infection is defined as prolonged sterile discharge (>4 days), positive wound cultures, or cellulitis four or more days post-operatively.|To explore whether there is a difference in the cosmetic result of the wound closure as measured by the Hollander wound evaluation scale. Our hypothesis is that the Dermabond group will have a better cosmetic result. Secondary outcome|To explore whether there is a difference in the time for final wound closure. Our hypothesis is that the Dermabond group will have a shorter time for final wound closure. Secondary outcome|To explore whether there is a difference in mean caregiver/parental satisfaction scores as measured by a visual analog scale. Our hypothesis is that parental satisfaction will be higher in the Dermabond group. Secondary outcome",Scoliosis
NCT03513120,"The investigators aim to determine at what time subjects return to athletic activity, and how long after surgery they are performing at pre-surgical levels. The investigators will enroll adolescent athletes that meet the inclusion criteria below, and follow their postoperative activity level with standardized activity questionnaires on a monthly basis until the subject reaches their baseline pre-surgical performance level. The investigators primary aim is to determine at what time patients return to sports without any restrictions to contact level or type of play. The investigators secondary aim is to quantitatively assess when patients are able to compete at their prior level of play as determined by self-assessment surveys, as well as identify any post-operative complications in these patients after return to sports.",Scoliosis
NCT04021784,"Several innovative solutions have been developed to treat growing children with a severe scoliosis. One device (SDS) was developed internally at the department of orthopaedics UMC Utrecht in the Netherlands. The other device (NEMOST) was developed at the Necker Hospital in France.||This study is designed as a multicenter, limited-efficacy study using two prospective cohorts according a randomised clinical trial. The study will be done in two centers (UMC Utrecht and Amsterdam UMC).||The primary endpoints are the limited-efficacy in terms of maintenance of curve correction and occurrence of SAEs related to the procedure. These data will be compared to a recently described cohort of patients that received a ""standard treatment"", the MGCR (Skov et al., 2017). Secondary endpoints include patient performance based on the EOSQ 24 and Lenke questionnaire, surgical parameters, maintenance of curve mobility by using ultrasound and pulmonary function",Scoliosis
NCT04567914,"This cross-sectional,case-control clinical study included 40 patients diagnosed with AIS and 40 age and gender -matched healthy individuals. AIS group was evaluated for localization of curvature and degree of curvature. Ultrasonographic measurements and were performed of bilaterally abdominal muscle thickness in both groups. Spirometry evaluation was performed in both groups. Intragroup and intergroup data were compared.",Scoliosis
NCT03434184,"The pelvic fixations were used since many years for these patients. However there are no prospective study investigating the gait evolution before and after a surgical treatment by long spinal instrumentation with pelvic fixation.||Investigators are planning to analyze the gait, before and 6 months after surgery. Investigators will use 2 qualitative criterions with a gait analysis and a walking test, and 1 quantitative criterion with a questionnaire assessing the patient's functional change. Investigators will use as surgical treatment a long double end spinal fixation without fusion, investigators use an ilio sacral screw as pelvic anchor on each side.||Evaluation of changes in gait after pelvic fixation of a long spinal instrumentation will make it possible to extend or, on the contrary, restrict the indications for pelvic fixation surgery in walking patients, who are candidates for pelvic fixation.",Scoliosis
NCT03863496,"First group of patients: local dorsal access. Cranial access: at the level of posterior Th2 5 structures and caudally at the level of L4-S2 vertebrae with exposure of posterior upper spines of iliac wings. Skeletization of vertebrae will be done within transverse processes. Pedicle support points are set bilaterally cranially at each segment level for the space of 3 segments. Caudal support base is formed with pedicle screws in lateral masses of the sacral bone or iliac crests at the level of L5-S1 vertebrae. Control fluorography is performed in two standard planes in order to control screw position. Two ""dynamic"" rods are formed on the basis of the distance between screw heads allowing 2 cm for distraction; these are two rods connected with a longitudinal connector and bent following the normal sagittal spine profile. After that, channels are formed on both sides under m. erector spinae in the cranial/caudal direction. Pre-bent rods with connectors are placed into the prepared channels. The metal construct is stabilized with internal set screws. If necessary, the construct may be stiffened with crosslinks. Control fluorography is performed in two standard planes in order to control implant position and evaluate correction. The intervention completes with local dorsal spinal fusion with an autobone at the level of base screws. The wound is sewn up in layers tightly.||Group two: dorsal access to the posterior column is gained in accordance with the preoperative plan. The access length depends on the instrumentation area. Vertebral skeletization is performed within transverse processes. Subgroup 1 - pedicle support points are set bilaterally at each segment level. Subgroup 2 - pedicle support points are set bilaterally in every second segment. Segmented instrumentation of 3 cranial segments to prevent dislocation of metal construct elements at the level of Th2-4 or Th3-5 vertebrae is a special measure. Similar to group I, caudal support base is formed with pedicle screws in lateral masses of the sacral bone or iliac crests at the level of L5-S1 vertebrae. Control fluorography is performed after that in two standard planes in order to control screw position. Segmented facetectomy is recommended for additional spine mobilization. Pre-bent rods are placed into support points. Deformity correction is performed by means of a translational maneuver, segmented distraction (concave side) and compression (convex side). The metal construct is stabilized with internal set screws. If necessary, the construct may be stiffened with crosslinks. Control fluorography is performed in two standard planes in order to control implant position and evaluate correction. The intervention completes with dorsal spinal fusion with an autobone along the implants. The postoperative bed is subjected to Redon drain. The drainage is exteriorized to the skin via a separate puncture. The wound is sewn up in layers tightly.",Scoliosis
NCT03071471,The study is designed as an observational study with a 24-month follow-up period. Consecutive patients undergoing treatment of AIS by the MID-C system in daily practice will be included during a 24-month enrollment period.,Scoliosis
NCT03071445,The study is designed as an observational study with a 24-month follow-up period. Consecutive patients undergoing treatment of AIS by the MID-C system in daily practice will be included during a 1-year enrollment period.,Scoliosis
NCT03867240,"Pain after surgery can last for a long time. When it lasts for over two months, it is considered chronic postsurgical pain (CPSP). This is a problem in kids and adolescents that can impact many areas of the patient's life and their family. Many patients who undergo surgery for their scoliosis develop CPSP. The purpose of this study is to investigate the effect of a common pain medication (gabapentin) on chronic postsurgical pain in pediatric patients who require surgery for idiopathic scoliosis.",Scoliosis
NCT04505579,"While spinal fusion remains the standard surgical treatment for progressive idiopathic scoliosis, concerns about the long-term effects of spinal fusion have led to the investigation of growth-modulation techniques. Anterior Vertebral Body Tethering (AVBT) is one such technique that utilizes growth modulation to remodel the shape of the vertebra and straighten scoliotic curves in skeletally immature individuals. In this technique, screws are inserted at each vertebral level for the length of the convex side of the curve. A strong cord is connected through the screw tulip heads and used to initially straighten the curve as each level is fixed with a set screw. Following surgery and during the growth period the spine begins to remodel according to the Hueter-Volkmann Law, bone growth is relatively inhibited in areas of increased pressure (convex or tethered side) and relatively stimulated in areas of decreased pressure or tension (concave side). Following this principle, AVBT has been shown to alter spinal growth with the potential to correct scoliosis while maintaining spine flexibility.||The objective of the study is to assess the ongoing safety and probable benefit of The Tether HUD which was approved by the FDA under an HDE. Subject enrollment and data collection will be managed by the Harms Study Group (HSG) and Setting Scoliosis Straight Foundation (SSSF) Registry. Institutions that are HSG members or affiliates, with Investigators/surgeons that are trained and approved to perform surgeries with The Tether, will participate in the registry. Ten sites from this group will be identified as study sites specific to this Tether post-approval study (PAS). Consecutive subjects from these sites, that meet the eligibility criteria of this study, will be flagged in the registry as the PAS cohort and the study endpoints will be assessed across this population.",Scoliosis
NCT00989495,The study has been completed.,Scoliosis
